Date,IndexTicker,Open,High,Low,Close,Adj Close,Volume,Id
2012/07/17,GSPC,1353.680054,1365.359985,1345.069946,1363.670044,1363.670044,3566680000,6234
2012/07/18,GSPC,1363.579956,1375.26001,1358.959961,1372.780029,1372.780029,3642630000,6235
2012/07/19,GSPC,1373.01001,1380.390015,1371.209961,1376.51001,1376.51001,4043360000,6236
2012/07/20,GSPC,1376.51001,1376.51001,1362.189941,1362.660034,1362.660034,3925020000,6237
2012/07/23,GSPC,1362.339966,1362.339966,1337.560059,1350.52002,1350.52002,3717180000,6238
2012/07/24,GSPC,1350.52002,1351.530029,1329.23999,1338.310059,1338.310059,3891290000,6239
2012/07/25,GSPC,1338.349976,1343.97998,1331.5,1337.890015,1337.890015,3719170000,6240
2012/07/26,GSPC,1338.170044,1363.130005,1338.170044,1360.02002,1360.02002,4429300000,6241
2012/07/27,GSPC,1360.050049,1389.189941,1360.050049,1385.969971,1385.969971,4399010000,6242
2012/07/30,GSPC,1385.939941,1391.73999,1381.369995,1385.300049,1385.300049,3212060000,6243
2012/07/31,GSPC,1385.27002,1387.160034,1379.170044,1379.319946,1379.319946,3821570000,6244
2012/08/01,GSPC,1379.319946,1385.030029,1373.349976,1375.319946,1375.319946,4440920000,6245
2012/08/02,GSPC,1375.130005,1375.130005,1354.650024,1365,1365,4193740000,6246
2012/08/03,GSPC,1365.449951,1394.160034,1365.449951,1390.98999,1390.98999,3751170000,6247
2012/08/06,GSPC,1391.040039,1399.630005,1391.040039,1394.22998,1394.22998,3122050000,6248
2012/08/07,GSPC,1394.459961,1407.140015,1394.459961,1401.349976,1401.349976,3682490000,6249
2012/08/08,GSPC,1401.22998,1404.140015,1396.130005,1402.219971,1402.219971,3221790000,6250
2012/08/09,GSPC,1402.26001,1405.949951,1398.800049,1402.800049,1402.800049,3119610000,6251
2012/08/10,GSPC,1402.579956,1405.97998,1395.619995,1405.869995,1405.869995,2767980000,6252
2012/08/13,GSPC,1405.869995,1405.869995,1397.319946,1404.109985,1404.109985,2499990000,6253
2012/08/14,GSPC,1404.359985,1410.030029,1400.599976,1403.930054,1403.930054,2930900000,6254
2012/08/15,GSPC,1403.890015,1407.72998,1401.829956,1405.530029,1405.530029,2655750000,6255
2012/08/16,GSPC,1405.569946,1417.439941,1404.150024,1415.51001,1415.51001,3114100000,6256
2012/08/17,GSPC,1415.839966,1418.709961,1414.670044,1418.160034,1418.160034,2922990000,6257
2012/08/20,GSPC,1417.849976,1418.130005,1412.119995,1418.130005,1418.130005,2766320000,6258
2012/08/21,GSPC,1418.130005,1426.680054,1410.859985,1413.170044,1413.170044,3282950000,6259
2012/08/22,GSPC,1413.089966,1416.119995,1406.780029,1413.48999,1413.48999,3062690000,6260
2012/08/23,GSPC,1413.48999,1413.48999,1400.5,1402.079956,1402.079956,3008240000,6261
2012/08/24,GSPC,1401.98999,1413.459961,1398.040039,1411.130005,1411.130005,2598790000,6262
2012/08/27,GSPC,1411.130005,1416.170044,1409.109985,1410.439941,1410.439941,2472500000,6263
2012/08/28,GSPC,1410.439941,1413.630005,1405.589966,1409.300049,1409.300049,2629090000,6264
2012/08/29,GSPC,1409.319946,1413.949951,1406.569946,1410.48999,1410.48999,2571220000,6265
2012/08/30,GSPC,1410.079956,1410.079956,1397.01001,1399.47998,1399.47998,2530280000,6266
2012/08/31,GSPC,1400.069946,1413.089966,1398.959961,1406.579956,1406.579956,2938250000,6267
2012/09/04,GSPC,1406.540039,1409.310059,1396.560059,1404.939941,1404.939941,3200310000,6268
2012/09/05,GSPC,1404.939941,1408.810059,1401.25,1403.439941,1403.439941,3389110000,6269
2012/09/06,GSPC,1403.73999,1432.119995,1403.73999,1432.119995,1432.119995,3952870000,6270
2012/09/07,GSPC,1432.119995,1437.920044,1431.449951,1437.920044,1437.920044,3717620000,6271
2012/09/10,GSPC,1437.920044,1438.73999,1428.97998,1429.079956,1429.079956,3223670000,6272
2012/09/11,GSPC,1429.130005,1437.76001,1429.130005,1433.560059,1433.560059,3509630000,6273
2012/09/12,GSPC,1433.560059,1439.150024,1432.98999,1436.560059,1436.560059,3641200000,6274
2012/09/13,GSPC,1436.560059,1463.76001,1435.339966,1459.98999,1459.98999,4606550000,6275
2012/09/14,GSPC,1460.069946,1474.51001,1460.069946,1465.77002,1465.77002,5041990000,6276
2012/09/17,GSPC,1465.420044,1465.630005,1457.550049,1461.189941,1461.189941,3482430000,6277
2012/09/18,GSPC,1461.189941,1461.469971,1456.130005,1459.319946,1459.319946,3377390000,6278
2012/09/19,GSPC,1459.5,1465.150024,1457.880005,1461.050049,1461.050049,3451360000,6279
2012/09/20,GSPC,1461.050049,1461.22998,1449.97998,1460.26001,1460.26001,3382520000,6280
2012/09/21,GSPC,1460.339966,1467.069946,1459.51001,1460.150024,1460.150024,4833870000,6281
2012/09/24,GSPC,1459.76001,1460.719971,1452.060059,1456.890015,1456.890015,3008920000,6282
2012/09/25,GSPC,1456.939941,1463.23999,1441.589966,1441.589966,1441.589966,3739900000,6283
2012/09/26,GSPC,1441.599976,1441.599976,1430.530029,1433.319946,1433.319946,3565380000,6284
2012/09/27,GSPC,1433.359985,1450.199951,1433.359985,1447.150024,1447.150024,3150330000,6285
2012/09/28,GSPC,1447.130005,1447.130005,1435.599976,1440.670044,1440.670044,3509230000,6286
2012/10/01,GSPC,1440.900024,1457.140015,1440.900024,1444.48999,1444.48999,3505080000,6287
2012/10/02,GSPC,1444.98999,1451.52002,1439.01001,1445.75,1445.75,3321790000,6288
2012/10/03,GSPC,1446.050049,1454.300049,1441.98999,1450.98999,1450.98999,3531640000,6289
2012/10/04,GSPC,1451.079956,1463.140015,1451.079956,1461.400024,1461.400024,3615860000,6290
2012/10/05,GSPC,1461.400024,1470.959961,1456.890015,1460.930054,1460.930054,3172940000,6291
2012/10/08,GSPC,1460.930054,1460.930054,1453.099976,1455.880005,1455.880005,2328720000,6292
2012/10/09,GSPC,1455.900024,1455.900024,1441.180054,1441.47998,1441.47998,3216320000,6293
2012/10/10,GSPC,1441.47998,1442.52002,1430.640015,1432.560059,1432.560059,3225060000,6294
2012/10/11,GSPC,1432.819946,1443.900024,1432.819946,1432.839966,1432.839966,3672540000,6295
2012/10/12,GSPC,1432.839966,1438.430054,1425.530029,1428.589966,1428.589966,3134750000,6296
2012/10/15,GSPC,1428.75,1441.310059,1427.23999,1440.130005,1440.130005,3483810000,6297
2012/10/16,GSPC,1440.310059,1455.51001,1440.310059,1454.920044,1454.920044,3568770000,6298
2012/10/17,GSPC,1454.219971,1462.199951,1453.349976,1460.910034,1460.910034,3655320000,6299
2012/10/18,GSPC,1460.939941,1464.02002,1452.630005,1457.339966,1457.339966,3880030000,6300
2012/10/19,GSPC,1457.339966,1457.339966,1429.849976,1433.189941,1433.189941,3875170000,6301
2012/10/22,GSPC,1433.209961,1435.459961,1422.060059,1433.819946,1433.819946,3216220000,6302
2012/10/23,GSPC,1433.73999,1433.73999,1407.560059,1413.109985,1413.109985,3587670000,6303
2012/10/24,GSPC,1413.199951,1420.040039,1407.099976,1408.75,1408.75,3385970000,6304
2012/10/25,GSPC,1409.73999,1421.119995,1405.140015,1412.969971,1412.969971,3512640000,6305
2012/10/26,GSPC,1412.969971,1417.089966,1403.280029,1411.939941,1411.939941,3284910000,6306
2012/10/31,GSPC,1410.98999,1418.76001,1405.949951,1412.160034,1412.160034,3577110000,6307
2012/11/01,GSPC,1412.199951,1428.349976,1412.199951,1427.589966,1427.589966,3929890000,6308
2012/11/02,GSPC,1427.589966,1434.27002,1412.910034,1414.199951,1414.199951,3732480000,6309
2012/11/05,GSPC,1414.02002,1419.900024,1408.130005,1417.26001,1417.26001,2921040000,6310
2012/11/06,GSPC,1417.26001,1433.380005,1417.26001,1428.390015,1428.390015,3306970000,6311
2012/11/07,GSPC,1428.27002,1428.27002,1388.140015,1394.530029,1394.530029,4356490000,6312
2012/11/08,GSPC,1394.530029,1401.22998,1377.51001,1377.51001,1377.51001,3779520000,6313
2012/11/09,GSPC,1377.550049,1391.390015,1373.030029,1379.849976,1379.849976,3647350000,6314
2012/11/12,GSPC,1379.859985,1384.869995,1377.189941,1380.030029,1380.030029,2567540000,6315
2012/11/13,GSPC,1380.030029,1388.810059,1371.390015,1374.530029,1374.530029,3455550000,6316
2012/11/14,GSPC,1374.640015,1380.130005,1352.5,1355.48999,1355.48999,4109510000,6317
2012/11/15,GSPC,1355.410034,1360.619995,1348.050049,1353.329956,1353.329956,3928870000,6318
2012/11/16,GSPC,1353.359985,1362.030029,1343.349976,1359.880005,1359.880005,4045910000,6319
2012/11/19,GSPC,1359.880005,1386.890015,1359.880005,1386.890015,1386.890015,3374800000,6320
2012/11/20,GSPC,1386.819946,1389.77002,1377.040039,1387.810059,1387.810059,3207160000,6321
2012/11/21,GSPC,1387.790039,1391.25,1386.390015,1391.030029,1391.030029,2667090000,6322
2012/11/23,GSPC,1391.030029,1409.160034,1391.030029,1409.150024,1409.150024,1504960000,6323
2012/11/26,GSPC,1409.150024,1409.150024,1397.680054,1406.290039,1406.290039,2948960000,6324
2012/11/27,GSPC,1406.290039,1409.01001,1398.030029,1398.939941,1398.939941,3323120000,6325
2012/11/28,GSPC,1398.77002,1410.310059,1385.430054,1409.930054,1409.930054,3359250000,6326
2012/11/29,GSPC,1409.959961,1419.699951,1409.040039,1415.949951,1415.949951,3356850000,6327
2012/11/30,GSPC,1415.949951,1418.859985,1411.630005,1416.180054,1416.180054,3966000000,6328
2012/12/03,GSPC,1416.339966,1423.72998,1408.459961,1409.459961,1409.459961,3074280000,6329
2012/12/04,GSPC,1409.459961,1413.140015,1403.650024,1407.050049,1407.050049,3247710000,6330
2012/12/05,GSPC,1407.050049,1415.560059,1398.22998,1409.280029,1409.280029,4253920000,6331
2012/12/06,GSPC,1409.430054,1413.949951,1405.930054,1413.939941,1413.939941,3229700000,6332
2012/12/07,GSPC,1413.949951,1420.339966,1410.900024,1418.069946,1418.069946,3125160000,6333
2012/12/10,GSPC,1418.069946,1421.640015,1415.640015,1418.550049,1418.550049,2999430000,6334
2012/12/11,GSPC,1418.550049,1434.27002,1418.550049,1427.839966,1427.839966,3650230000,6335
2012/12/12,GSPC,1427.839966,1438.589966,1426.76001,1428.47998,1428.47998,3709050000,6336
2012/12/13,GSPC,1428.47998,1431.359985,1416,1419.449951,1419.449951,3349960000,6337
2012/12/14,GSPC,1419.449951,1419.449951,1411.880005,1413.579956,1413.579956,3210170000,6338
2012/12/17,GSPC,1413.540039,1430.670044,1413.540039,1430.359985,1430.359985,3455610000,6339
2012/12/18,GSPC,1430.469971,1448,1430.469971,1446.790039,1446.790039,4302240000,6340
2012/12/19,GSPC,1446.790039,1447.75,1435.800049,1435.810059,1435.810059,3869800000,6341
2012/12/20,GSPC,1435.810059,1443.699951,1432.819946,1443.689941,1443.689941,3686580000,6342
2012/12/21,GSPC,1443.670044,1443.670044,1422.579956,1430.150024,1430.150024,5229160000,6343
2012/12/24,GSPC,1430.150024,1430.150024,1424.660034,1426.660034,1426.660034,1248960000,6344
2012/12/26,GSPC,1426.660034,1429.420044,1416.430054,1419.829956,1419.829956,2285030000,6345
2012/12/27,GSPC,1419.829956,1422.800049,1401.800049,1418.099976,1418.099976,2830180000,6346
2012/12/28,GSPC,1418.099976,1418.099976,1401.579956,1402.430054,1402.430054,2426680000,6347
2012/12/31,GSPC,1402.430054,1426.73999,1398.109985,1426.189941,1426.189941,3204330000,6348
2013/01/02,GSPC,1426.189941,1462.430054,1426.189941,1462.420044,1462.420044,4202600000,6349
2013/01/03,GSPC,1462.420044,1465.469971,1455.530029,1459.369995,1459.369995,3829730000,6350
2013/01/04,GSPC,1459.369995,1467.939941,1458.98999,1466.469971,1466.469971,3424290000,6351
2013/01/07,GSPC,1466.469971,1466.469971,1456.619995,1461.890015,1461.890015,3304970000,6352
2013/01/08,GSPC,1461.890015,1461.890015,1451.640015,1457.150024,1457.150024,3601600000,6353
2013/01/09,GSPC,1457.150024,1464.72998,1457.150024,1461.02002,1461.02002,3674390000,6354
2013/01/10,GSPC,1461.02002,1472.300049,1461.02002,1472.119995,1472.119995,4081840000,6355
2013/01/11,GSPC,1472.119995,1472.75,1467.579956,1472.050049,1472.050049,3340650000,6356
2013/01/14,GSPC,1472.050049,1472.050049,1465.689941,1470.680054,1470.680054,3003010000,6357
2013/01/15,GSPC,1470.670044,1473.310059,1463.76001,1472.339966,1472.339966,3135350000,6358
2013/01/16,GSPC,1472.329956,1473.959961,1467.599976,1472.630005,1472.630005,3384080000,6359
2013/01/17,GSPC,1472.630005,1485.160034,1472.630005,1480.939941,1480.939941,3706710000,6360
2013/01/18,GSPC,1480.949951,1485.97998,1475.810059,1485.97998,1485.97998,3795740000,6361
2013/01/22,GSPC,1485.97998,1492.560059,1481.160034,1492.560059,1492.560059,3570950000,6362
2013/01/23,GSPC,1492.560059,1496.130005,1489.900024,1494.810059,1494.810059,3552010000,6363
2013/01/24,GSPC,1494.810059,1502.27002,1489.459961,1494.819946,1494.819946,3699430000,6364
2013/01/25,GSPC,1494.819946,1503.26001,1494.819946,1502.959961,1502.959961,3476290000,6365
2013/01/28,GSPC,1502.959961,1503.22998,1496.329956,1500.180054,1500.180054,3388540000,6366
2013/01/29,GSPC,1500.180054,1509.349976,1498.089966,1507.839966,1507.839966,3949640000,6367
2013/01/30,GSPC,1507.839966,1509.939941,1500.109985,1501.959961,1501.959961,3726810000,6368
2013/01/31,GSPC,1501.959961,1504.189941,1496.76001,1498.109985,1498.109985,3999880000,6369
2013/02/01,GSPC,1498.109985,1514.410034,1498.109985,1513.170044,1513.170044,3836320000,6370
2013/02/04,GSPC,1513.170044,1513.170044,1495.02002,1495.709961,1495.709961,3390000000,6371
2013/02/05,GSPC,1495.709961,1514.959961,1495.709961,1511.290039,1511.290039,3618360000,6372
2013/02/06,GSPC,1511.290039,1512.530029,1504.709961,1512.119995,1512.119995,3611570000,6373
2013/02/07,GSPC,1512.119995,1512.900024,1498.48999,1509.390015,1509.390015,3614580000,6374
2013/02/08,GSPC,1509.390015,1518.310059,1509.390015,1517.930054,1517.930054,2986150000,6375
2013/02/11,GSPC,1517.930054,1518.310059,1513.609985,1517.01001,1517.01001,2684100000,6376
2013/02/12,GSPC,1517.01001,1522.290039,1515.609985,1519.430054,1519.430054,3414370000,6377
2013/02/13,GSPC,1519.430054,1524.689941,1515.930054,1520.329956,1520.329956,3385880000,6378
2013/02/14,GSPC,1520.329956,1523.140015,1514.02002,1521.380005,1521.380005,3759740000,6379
2013/02/15,GSPC,1521.380005,1524.23999,1514.140015,1519.790039,1519.790039,3838510000,6380
2013/02/19,GSPC,1519.790039,1530.939941,1519.790039,1530.939941,1530.939941,3748910000,6381
2013/02/20,GSPC,1530.939941,1530.939941,1511.410034,1511.949951,1511.949951,4240570000,6382
2013/02/21,GSPC,1511.949951,1511.949951,1497.290039,1502.420044,1502.420044,4274600000,6383
2013/02/22,GSPC,1502.420044,1515.640015,1502.420044,1515.599976,1515.599976,3419320000,6384
2013/02/25,GSPC,1515.599976,1525.839966,1487.849976,1487.849976,1487.849976,4011050000,6385
2013/02/26,GSPC,1487.849976,1498.98999,1485.01001,1496.939941,1496.939941,3975280000,6386
2013/02/27,GSPC,1496.939941,1520.079956,1494.880005,1515.98999,1515.98999,3551850000,6387
2013/02/28,GSPC,1515.98999,1525.339966,1514.459961,1514.680054,1514.680054,3912320000,6388
2013/03/01,GSPC,1514.680054,1519.98999,1501.47998,1518.199951,1518.199951,3695610000,6389
2013/03/04,GSPC,1518.199951,1525.27002,1512.290039,1525.199951,1525.199951,3414430000,6390
2013/03/05,GSPC,1525.199951,1543.469971,1525.199951,1539.790039,1539.790039,3610690000,6391
2013/03/06,GSPC,1539.790039,1545.25,1538.109985,1541.459961,1541.459961,3676890000,6392
2013/03/07,GSPC,1541.459961,1545.780029,1541.459961,1544.26001,1544.26001,3634710000,6393
2013/03/08,GSPC,1544.26001,1552.47998,1542.939941,1551.180054,1551.180054,3652260000,6394
2013/03/11,GSPC,1551.150024,1556.27002,1547.359985,1556.219971,1556.219971,3091080000,6395
2013/03/12,GSPC,1556.219971,1556.77002,1548.23999,1552.47998,1552.47998,3274910000,6396
2013/03/13,GSPC,1552.47998,1556.390015,1548.25,1554.52002,1554.52002,3073830000,6397
2013/03/14,GSPC,1554.52002,1563.319946,1554.52002,1563.22998,1563.22998,3459260000,6398
2013/03/15,GSPC,1563.209961,1563.619995,1555.73999,1560.699951,1560.699951,5175850000,6399
2013/03/18,GSPC,1560.699951,1560.699951,1545.130005,1552.099976,1552.099976,3164560000,6400
2013/03/19,GSPC,1552.099976,1557.25,1538.569946,1548.339966,1548.339966,3796210000,6401
2013/03/20,GSPC,1548.339966,1561.560059,1548.339966,1558.709961,1558.709961,3349090000,6402
2013/03/21,GSPC,1558.709961,1558.709961,1543.550049,1545.800049,1545.800049,3243270000,6403
2013/03/22,GSPC,1545.900024,1557.73999,1545.900024,1556.890015,1556.890015,2948380000,6404
2013/03/25,GSPC,1556.890015,1564.910034,1546.219971,1551.689941,1551.689941,3178170000,6405
2013/03/26,GSPC,1551.689941,1563.949951,1551.689941,1563.77002,1563.77002,2869260000,6406
2013/03/27,GSPC,1563.75,1564.069946,1551.900024,1562.849976,1562.849976,2914210000,6407
2013/03/28,GSPC,1562.859985,1570.280029,1561.079956,1569.189941,1569.189941,3304440000,6408
2013/04/01,GSPC,1569.180054,1570.569946,1558.469971,1562.170044,1562.170044,2753110000,6409
2013/04/02,GSPC,1562.170044,1573.660034,1562.170044,1570.25,1570.25,3312160000,6410
2013/04/03,GSPC,1570.25,1571.469971,1549.800049,1553.689941,1553.689941,4060610000,6411
2013/04/04,GSPC,1553.689941,1562.599976,1552.52002,1559.97998,1559.97998,3350670000,6412
2013/04/05,GSPC,1559.97998,1559.97998,1539.5,1553.280029,1553.280029,3515410000,6413
2013/04/08,GSPC,1553.26001,1563.069946,1548.630005,1563.069946,1563.069946,2887120000,6414
2013/04/09,GSPC,1563.109985,1573.890015,1560.920044,1568.609985,1568.609985,3252780000,6415
2013/04/10,GSPC,1568.609985,1589.069946,1568.609985,1587.72998,1587.72998,3453350000,6416
2013/04/11,GSPC,1587.72998,1597.349976,1586.170044,1593.369995,1593.369995,3393950000,6417
2013/04/12,GSPC,1593.300049,1593.300049,1579.969971,1588.849976,1588.849976,3206290000,6418
2013/04/15,GSPC,1588.839966,1588.839966,1552.280029,1552.359985,1552.359985,4660130000,6419
2013/04/16,GSPC,1552.359985,1575.349976,1552.359985,1574.569946,1574.569946,3654700000,6420
2013/04/17,GSPC,1574.569946,1574.569946,1543.689941,1552.01001,1552.01001,4250310000,6421
2013/04/18,GSPC,1552.030029,1554.380005,1536.030029,1541.609985,1541.609985,3890800000,6422
2013/04/19,GSPC,1541.609985,1555.890015,1539.400024,1555.25,1555.25,3569870000,6423
2013/04/22,GSPC,1555.25,1565.550049,1548.189941,1562.5,1562.5,2979880000,6424
2013/04/23,GSPC,1562.5,1579.579956,1562.5,1578.780029,1578.780029,3565150000,6425
2013/04/24,GSPC,1578.780029,1583,1575.800049,1578.790039,1578.790039,3598240000,6426
2013/04/25,GSPC,1578.930054,1592.640015,1578.930054,1585.160034,1585.160034,3908580000,6427
2013/04/26,GSPC,1585.160034,1585.780029,1577.560059,1582.23999,1582.23999,3198620000,6428
2013/04/29,GSPC,1582.339966,1596.650024,1582.339966,1593.609985,1593.609985,2891200000,6429
2013/04/30,GSPC,1593.579956,1597.569946,1586.5,1597.569946,1597.569946,3745070000,6430
2013/05/01,GSPC,1597.550049,1597.550049,1581.280029,1582.699951,1582.699951,3530320000,6431
2013/05/02,GSPC,1582.77002,1598.599976,1582.77002,1597.589966,1597.589966,3366950000,6432
2013/05/03,GSPC,1597.599976,1618.459961,1597.599976,1614.420044,1614.420044,3603910000,6433
2013/05/06,GSPC,1614.400024,1619.77002,1614.209961,1617.5,1617.5,3062240000,6434
2013/05/07,GSPC,1617.550049,1626.030029,1616.640015,1625.959961,1625.959961,3309580000,6435
2013/05/08,GSPC,1625.949951,1632.780029,1622.699951,1632.689941,1632.689941,3554700000,6436
2013/05/09,GSPC,1632.689941,1635.01001,1623.089966,1626.670044,1626.670044,3457400000,6437
2013/05/10,GSPC,1626.689941,1633.699951,1623.709961,1633.699951,1633.699951,3086470000,6438
2013/05/13,GSPC,1632.099976,1636,1626.73999,1633.77002,1633.77002,2910600000,6439
2013/05/14,GSPC,1633.75,1651.099976,1633.75,1650.339966,1650.339966,3457790000,6440
2013/05/15,GSPC,1649.130005,1661.48999,1646.680054,1658.780029,1658.780029,3657440000,6441
2013/05/16,GSPC,1658.069946,1660.51001,1648.599976,1650.469971,1650.469971,3513130000,6442
2013/05/17,GSPC,1652.449951,1667.469971,1652.449951,1667.469971,1667.469971,3440710000,6443
2013/05/20,GSPC,1665.709961,1672.839966,1663.52002,1666.290039,1666.290039,3275080000,6444
2013/05/21,GSPC,1666.199951,1674.930054,1662.670044,1669.160034,1669.160034,3513560000,6445
2013/05/22,GSPC,1669.390015,1687.180054,1648.859985,1655.349976,1655.349976,4361020000,6446
